GO_term,Term_Name_Clean,Ontology
GO:0061384,Heart Trabecula Morphogenesis,Biological process
GO:0008053,Mitochondrial Fusion,Biological process
GO:0048663,Neuron Fate Commitment,Biological process
GO:0042119,Neutrophil Activation,Biological process
GO:1903055,Positive Regulation Of Extracellular Matrix Organization,Biological process
GO:1905523,Positive Regulation Of Macrophage Migration,Biological process
GO:0031646,Positive Regulation Of Nervous System Process,Biological process
GO:0002052,Positive Regulation Of Neuroblast Proliferation,Biological process
GO:1905898,Positive Regulation Of Response To Endoplasmic Reticulum Stress,Biological process
GO:0016540,Protein Autoprocessing,Biological process
GO:0043949,Regulation Of cAMP-mediated Signaling,Biological process
GO:0032965,Regulation Of Collagen Biosynthetic Process,Biological process
GO:1903541,Regulation Of Exosomal Secretion,Biological process
GO:0046902,Regulation Of Mitochondrial Membrane Permeability,Biological process
GO:1905562,Regulation Of Vascular Endothelial Cell Proliferation,Biological process
GO:0042129,Regulation Of T Cell Proliferation,Biological process
GO:0071320,Cellular Response To cAMP,Biological process
GO:0010828,Positive Regulation Of Glucose Transmembrane Transport,Biological process
GO:0032720,Negative Regulation Of Tumor Necrosis Factor Production,Biological process
GO:0050672,Negative Regulation Of Lymphocyte Proliferation,Biological process
GO:0072384,Organelle Transport Along Microtubule,Biological process
GO:0032388,Positive Regulation Of Intracellular Transport,Biological process
GO:0055013,Cardiac Muscle Cell Development,Biological process
GO:0043086,Negative Regulation Of Catalytic Activity,Biological process
GO:0032418,Lysosome Localization,Biological process
GO:0006163,Purine Nucleotide Metabolic Process,Biological process
GO:0008154,Actin Polymerization Or Depolymerization,Biological process
GO:0007286,Spermatid Development,Biological process
GO:0051560,Mitochondrial Calcium Ion Homeostasis,Biological process
GO:1902993,Positive Regulation Of Amyloid Precursor Protein Catabolic Process,Biological process
GO:0030194,Positive Regulation Of Blood Coagulation,Biological process
GO:0090109,Regulation Of Cell-Substrate Junction Assembly,Biological process
GO:0072348,Sulfur Compound Transport,Biological process
GO:0006285,"Base-Excision Repair, AP Site Formation",Biological process
GO:0097720,Calcineurin-Mediated Signaling,Biological process
GO:0042423,Catecholamine Biosynthetic Process,Biological process
GO:0071378,Cellular Response To Growth Hormone Stimulus,Biological process
GO:0022010,Central Nervous System Myelination,Biological process
GO:0090103,Cochlea Morphogenesis,Biological process
GO:0006071,Glycerol Metabolic Process,Biological process
GO:0018130,Heterocycle Biosynthetic Process,Biological process
GO:0006878,Intracellular Copper Ion Homeostasis,Biological process
GO:0042953,Lipoprotein Transport,Biological process
GO:0015693,Magnesium Ion Transport,Biological process
GO:0048311,Mitochondrion Distribution,Biological process
GO:0070885,Negative Regulation Of calcineurin-NFAT Signaling Cascade,Biological process
GO:0106057,Negative Regulation Of Calcineurin-Mediated Signaling,Biological process
GO:1902548,Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus,Biological process
GO:0010829,Negative Regulation Of Glucose Transmembrane Transport,Biological process
GO:0010832,Negative Regulation Of Myotube Differentiation,Biological process
GO:0051280,Negative Regulation Of Release Of Sequestered Calcium Ion Into Cytosol,Biological process
GO:0060315,Negative Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity,Biological process
GO:1903817,Negative Regulation Of Voltage-Gated Potassium Channel Activity,Biological process
GO:1901293,Nucleoside Phosphate Biosynthetic Process,Biological process
GO:0006098,Pentose-Phosphate Shunt,Biological process
GO:0090385,Phagosome-Lysosome Fusion,Biological process
GO:0006595,Polyamine Metabolic Process,Biological process
GO:0032370,Positive Regulation Of Lipid Transport,Biological process
GO:0031643,Positive Regulation Of Myelination,Biological process
GO:0010867,Positive Regulation Of Triglyceride Biosynthetic Process,Biological process
GO:0099172,Presynapse Organization,Biological process
GO:0097300,Programmed Necrotic Cell Death,Biological process
GO:0009167,Purine Ribonucleoside Monophosphate Metabolic Process,Biological process
GO:0043370,"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation",Biological process
GO:1902930,Regulation Of Alcohol Biosynthetic Process,Biological process
GO:0048710,Regulation Of Astrocyte Differentiation,Biological process
GO:1901844,Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction,Biological process
GO:0003352,Regulation Of Cilium Movement,Biological process
GO:0019217,Regulation Of Fatty Acid Metabolic Process,Biological process
GO:1903037,Regulation Of Leukocyte Cell-Cell Adhesion,Biological process
GO:0043550,Regulation Of Lipid Kinase Activity,Biological process
GO:0031440,Regulation Of mRNA 3'-End Processing,Biological process
GO:0090257,Regulation Of Muscle System Process,Biological process
GO:1900044,Regulation Of Protein K63-linked Ubiquitination,Biological process
GO:0010165,Response To X-ray,Biological process
GO:0008272,Sulfate Transport,Biological process
GO:0046653,Tetrahydrofolate Metabolic Process,Biological process
GO:0006084,acetyl-CoA Metabolic Process,Biological process
GO:1902679,Negative Regulation Of RNA Biosynthetic Process,Biological process
GO:0009890,Negative Regulation Of Biosynthetic Process,Biological process
GO:0090201,Negative Regulation Of Release Of Cytochrome C From Mitochondria,Biological process
GO:0039532,Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway,Biological process
GO:0106027,Neuron Projection Organization,Biological process
GO:0046209,Nitric Oxide Metabolic Process,Biological process
GO:0034112,Positive Regulation Of Homotypic Cell-Cell Adhesion,Biological process
GO:0010737,Protein Kinase A Signaling,Biological process
GO:0070585,Protein Localization To Mitochondrion,Biological process
GO:0050855,Regulation Of B Cell Receptor Signaling Pathway,Biological process
GO:1903358,Regulation Of Golgi Organization,Biological process
GO:0046320,Regulation Of Fatty Acid Oxidation,Biological process
GO:0033688,Regulation Of Osteoblast Proliferation,Biological process
GO:0090036,Regulation Of Protein Kinase C Signaling,Biological process
GO:0043691,Reverse Cholesterol Transport,Biological process
GO:0034329,Cell Junction Assembly,Biological process
GO:0034389,Lipid Droplet Organization,Biological process
GO:1903320,Regulation Of Protein Modification By Small Protein Conjugation Or Removal,Biological process
GO:0048545,Response To Steroid Hormone,Biological process
GO:0010596,Negative Regulation Of Endothelial Cell Migration,Biological process
GO:0032273,Positive Regulation Of Protein Polymerization,Biological process
GO:0051222,Positive Regulation Of Protein Transport,Biological process
GO:0032970,Regulation Of Actin Filament-Based Process,Biological process
GO:0006968,Cellular Defense Response,Biological process
GO:0015914,Phospholipid Transport,Biological process
GO:1901991,Negative Regulation Of Mitotic Cell Cycle Phase Transition,Biological process
GO:1903531,Negative Regulation Of Secretion By Cell,Biological process
GO:0002763,Positive Regulation Of Myeloid Leukocyte Differentiation,Biological process
GO:0034204,Lipid Translocation,Biological process
GO:1901889,Negative Regulation Of Cell Junction Assembly,Biological process
GO:0032740,Positive Regulation Of Interleukin-17 Production,Biological process
GO:0043491,Protein Kinase B Signaling,Biological process
GO:1903050,Regulation Of Proteolysis Involved In Protein Catabolic Process,Biological process
GO:0006650,Glycerophospholipid Metabolic Process,Biological process
GO:0042886,Amide Transport,Biological process
GO:0007292,Female Gamete Generation,Biological process
GO:0000041,Transition Metal Ion Transport,Biological process
GO:0000038,Very Long-Chain Fatty Acid Metabolic Process,Biological process
GO:0016482,Cytosolic Transport,Biological process
GO:0061157,mRNA Destabilization,Biological process
GO:0030866,Cortical Actin Cytoskeleton Organization,Biological process
GO:1903038,Negative Regulation Of Leukocyte Cell-Cell Adhesion,Biological process
GO:0033137,Negative Regulation Of Peptidyl-Serine Phosphorylation,Biological process
GO:0006817,Phosphate Ion Transport,Biological process
GO:0006656,Phosphatidylcholine Biosynthetic Process,Biological process
GO:0045773,Positive Regulation Of Axon Extension,Biological process
GO:0070886,Positive Regulation Of calcineurin-NFAT Signaling Cascade,Biological process
GO:0106058,Positive Regulation Of Calcineurin-Mediated Signaling,Biological process
GO:0002673,Regulation Of Acute Inflammatory Response,Biological process
GO:0040036,Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway,Biological process
GO:0043567,Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway,Biological process
GO:0051783,Regulation Of Nuclear Division,Biological process
GO:0014910,Regulation Of Smooth Muscle Cell Migration,Biological process
GO:0007029,Endoplasmic Reticulum Organization,Biological process
GO:1902905,Positive Regulation Of Supramolecular Fiber Organization,Biological process
GO:0043087,Regulation Of GTPase Activity,Biological process
GO:0035493,SNARE Complex Assembly,Biological process
GO:0070252,Actin-Mediated Cell Contraction,Biological process
GO:0006022,Aminoglycan Metabolic Process,Biological process
GO:0031103,Axon Regeneration,Biological process
GO:0031214,Biomineral Tissue Development,Biological process
GO:0006182,cGMP Biosynthetic Process,Biological process
GO:0060402,Calcium Ion Transport Into Cytosol,Biological process
GO:0046835,Carbohydrate Phosphorylation,Biological process
GO:0071379,Cellular Response To Prostaglandin Stimulus,Biological process
GO:0071415,Cellular Response To Purine-Containing Compound,Biological process
GO:0050654,Chondroitin Sulfate Proteoglycan Metabolic Process,Biological process
GO:0060287,Epithelial Cilium Movement Involved In Determination Of Left/Right Asymmetry,Biological process
GO:0008611,Ether Lipid Biosynthetic Process,Biological process
GO:1904861,Excitatory Synapse Assembly,Biological process
GO:0097530,Granulocyte Migration,Biological process
GO:0034755,Iron Ion Transmembrane Transport,Biological process
GO:0060428,Lung Epithelium Development,Biological process
GO:0101024,Mitotic Nuclear Membrane Organization,Biological process
GO:0007084,Mitotic Nuclear Membrane Reassembly,Biological process
GO:0002011,Morphogenesis Of An Epithelial Sheet,Biological process
GO:0032288,Myelin Assembly,Biological process
GO:0043217,Myelin Maintenance,Biological process
GO:0070266,Necroptotic Process,Biological process
GO:2000048,Negative Regulation Of Cell-Cell Adhesion Mediated By Cadherin,Biological process
GO:1902260,Negative Regulation Of Delayed Rectifier Potassium Channel Activity,Biological process
GO:1904950,Negative Regulation Of Establishment Of Protein Localization,Biological process
GO:0070229,Negative Regulation Of Lymphocyte Apoptotic Process,Biological process
GO:0010656,Negative Regulation Of Muscle Cell Apoptotic Process,Biological process
GO:0060546,Negative Regulation Of Necroptotic Process,Biological process
GO:2000009,Negative Regulation Of Protein Localization To Cell Surface,Biological process
GO:0034144,Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway,Biological process
GO:0071635,Negative Regulation Of Transforming Growth Factor Beta Production,Biological process
GO:0009116,Nucleoside Metabolic Process,Biological process
GO:0006591,Ornithine Metabolic Process,Biological process
GO:0006907,Pinocytosis,Biological process
GO:1903580,Positive Regulation Of ATP Metabolic Process,Biological process
GO:0070234,Positive Regulation Of T Cell Apoptotic Process,Biological process
GO:1905209,Positive Regulation Of Cardiocyte Differentiation,Biological process
GO:0045657,Positive Regulation Of Monocyte Differentiation,Biological process
GO:0048643,Positive Regulation Of Skeletal Muscle Tissue Development,Biological process
GO:1902307,Positive Regulation Of Sodium Ion Transmembrane Transport,Biological process
GO:1901838,Positive Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I,Biological process
GO:0035372,Protein Localization To Microtubule,Biological process
GO:0072698,Protein Localization To Microtubule Cytoskeleton,Biological process
GO:0030832,Regulation Of Actin Filament Length,Biological process
GO:2000303,Regulation Of Ceramide Biosynthetic Process,Biological process
GO:1903659,Regulation Of Complement-Dependent Cytotoxicity,Biological process
